Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Risk_Binary,Age_Group,Credit_Group,Duration_Group,Credit_Per_Month,Sex_Encoded,Housing_Encoded,Saving accounts_Encoded,Checking account_Encoded,Purpose_Encoded,Age_Group_Encoded,Credit_Group_Encoded,Duration_Group_Encoded,Risk_Probability,Credit_Score,Risk_Category
27,male,2,own,little,unknown,3850,18,car,good,0,26-35,Medium,1-2 years,213.88888888888889,1,1,0,3,1,1,2,0,0.06,940,Excellent
22,female,2,rent,little,little,3650,18,furniture/equipment,good,0,18-25,Medium,1-2 years,202.77777777777777,0,2,0,0,4,0,2,0,0.12,880,Excellent
42,male,2,own,little,little,3446,36,furniture/equipment,bad,1,36-45,Medium,2-3 years,95.72222222222223,1,1,0,0,4,2,2,1,0.87,130,Very Poor
40,female,2,rent,little,moderate,3001,18,furniture/equipment,good,0,36-45,Medium,1-2 years,166.72222222222223,0,2,0,1,4,2,2,0,0.25,750,Excellent
36,male,2,own,unknown,unknown,3079,36,car,good,0,36-45,Medium,2-3 years,85.52777777777777,1,1,4,3,1,2,2,1,0.05,950,Excellent
33,male,2,own,little,unknown,6070,18,radio/TV,good,0,26-35,High,1-2 years,337.22222222222223,1,1,0,3,5,1,0,0,0.04,960,Excellent
23,female,2,rent,little,unknown,2146,10,furniture/equipment,good,0,18-25,Low,<1 year,214.6,0,2,0,3,4,0,1,4,0.22,780,Excellent
63,male,3,free,unknown,unknown,13756,60,car,good,0,55+,Very High,4+ years,229.26666666666668,1,0,4,3,1,4,3,3,0.32,679,Good
60,female,3,free,moderate,moderate,14782,60,vacation/others,bad,1,55+,Very High,4+ years,246.36666666666667,0,0,1,1,7,4,3,3,0.81,189,Very Poor
37,female,2,rent,little,little,7685,48,business,bad,1,36-45,High,3-4 years,160.10416666666666,0,2,0,0,0,2,0,2,0.72,280,Very Poor
34,male,2,own,little,unknown,2320,18,radio/TV,good,0,26-35,Low,1-2 years,128.88888888888889,1,1,0,3,5,1,1,0,0.04,960,Excellent
36,male,2,free,unknown,unknown,846,7,radio/TV,good,0,36-45,Very Low,<1 year,120.85714285714286,1,0,4,3,5,2,4,4,0.03,970,Excellent
57,male,3,free,little,moderate,14318,36,car,bad,1,55+,Very High,2-3 years,397.72222222222223,1,0,0,1,1,4,3,1,0.91,89,Very Poor
52,female,1,own,moderate,unknown,362,6,car,good,0,46-55,Very Low,<1 year,60.333333333333336,0,1,1,3,1,3,4,4,0.19,810,Excellent
39,male,2,own,unknown,little,2212,20,furniture/equipment,good,0,36-45,Low,1-2 years,110.6,1,1,4,0,4,2,1,0,0.14,860,Excellent
38,female,3,free,little,moderate,12976,18,car,bad,1,36-45,Very High,1-2 years,720.8888888888889,0,0,0,1,1,2,3,0,0.98,20,Very Poor
25,female,2,rent,unknown,unknown,1283,22,car,good,0,18-25,Low,1-2 years,58.31818181818182,0,2,4,3,1,0,1,0,0.08,920,Excellent
26,male,2,own,little,rich,1330,12,car,good,0,26-35,Low,<1 year,110.83333333333333,1,1,0,2,1,1,1,4,0.48,520,Poor
26,male,1,own,moderate,unknown,4272,30,business,good,0,26-35,Medium,2-3 years,142.4,1,1,1,3,0,1,2,1,0.09,910,Excellent
25,female,2,own,little,unknown,2238,18,radio/TV,good,0,18-25,Low,1-2 years,124.33333333333333,0,1,0,3,5,0,1,0,0.11,890,Excellent
21,female,2,rent,unknown,unknown,1126,18,radio/TV,good,0,18-25,Low,1-2 years,62.55555555555556,0,2,4,3,5,0,1,0,0.13,870,Excellent
40,male,3,own,little,moderate,7374,18,furniture/equipment,good,0,36-45,High,1-2 years,409.6666666666667,1,1,0,1,4,2,0,0,0.21,790,Excellent
27,male,2,own,quite rich,moderate,2326,15,business,good,0,26-35,Low,1-2 years,155.06666666666666,1,1,2,1,0,1,1,0,0.06,940,Excellent
27,female,2,own,little,unknown,1449,9,business,good,0,26-35,Low,<1 year,161.0,0,1,0,3,0,1,1,4,0.01,990,Excellent
30,male,3,own,little,unknown,1820,18,car,good,0,26-35,Low,1-2 years,101.11111111111111,1,1,0,3,1,1,1,0,0.15,850,Excellent
19,female,1,rent,rich,moderate,983,12,furniture/equipment,good,0,18-25,Very Low,<1 year,81.91666666666667,0,2,3,1,4,0,4,4,0.23,770,Excellent
39,male,3,free,little,little,3249,36,car,good,0,36-45,Medium,2-3 years,90.25,1,0,0,0,1,2,2,1,0.32,679,Good
31,female,2,own,little,little,1957,6,radio/TV,good,0,26-35,Low,<1 year,326.1666666666667,0,1,0,0,5,1,1,4,0.08,920,Excellent
31,male,3,own,little,unknown,2406,9,furniture/equipment,good,0,26-35,Low,<1 year,267.3333333333333,1,1,0,3,4,1,1,4,0.04,960,Excellent
32,male,2,rent,moderate,moderate,11760,39,education,good,0,26-35,Very High,3-4 years,301.53846153846155,1,2,1,1,3,1,3,2,0.63,370,Very Poor
55,female,3,free,little,little,2578,12,furniture/equipment,good,0,46-55,Low,<1 year,214.83333333333334,0,0,0,0,4,3,1,4,0.23,770,Excellent
46,male,2,own,little,little,2348,36,furniture/equipment,good,0,46-55,Low,2-3 years,65.22222222222223,1,1,0,0,4,3,1,1,0.28,720,Good
46,male,2,rent,little,moderate,1223,12,car,bad,1,46-55,Low,<1 year,101.91666666666667,1,2,0,1,1,3,1,4,0.84,160,Very Poor
43,female,1,own,rich,unknown,1516,24,radio/TV,good,0,36-45,Low,1-2 years,63.166666666666664,0,1,3,3,5,2,1,0,0.08,920,Excellent
39,male,2,own,little,unknown,1473,18,radio/TV,good,0,36-45,Low,1-2 years,81.83333333333333,1,1,0,3,5,2,1,0,0.03,970,Excellent
28,male,2,own,unknown,moderate,1887,18,business,good,0,26-35,Low,1-2 years,104.83333333333333,1,1,4,1,0,1,1,0,0.05,950,Excellent
27,male,2,own,little,unknown,8648,24,business,bad,1,26-35,High,1-2 years,360.3333333333333,1,1,0,3,0,1,0,0,0.79,209,Very Poor
27,male,1,own,little,unknown,802,14,car,good,0,26-35,Very Low,1-2 years,57.285714285714285,1,1,0,3,1,1,4,0,0.13,870,Excellent
43,male,2,own,unknown,moderate,2899,18,car,good,0,36-45,Low,1-2 years,161.05555555555554,1,1,4,1,1,2,1,0,0.07,929,Excellent
22,male,2,own,little,moderate,2039,24,radio/TV,bad,1,18-25,Low,1-2 years,84.95833333333333,1,1,0,1,5,0,1,0,0.85,150,Very Poor
43,male,2,own,unknown,unknown,2197,24,car,good,0,36-45,Low,1-2 years,91.54166666666667,1,1,4,3,1,2,1,0,0.0,1000,Excellent
27,male,2,own,little,little,1053,15,radio/TV,good,0,26-35,Low,1-2 years,70.2,1,1,0,0,5,1,1,0,0.23,770,Excellent
26,male,3,own,quite rich,unknown,3235,24,radio/TV,good,0,26-35,Medium,1-2 years,134.79166666666666,1,1,2,3,5,1,2,0,0.06,940,Excellent
28,male,2,own,quite rich,rich,939,12,car,bad,1,26-35,Very Low,<1 year,78.25,1,1,2,2,1,1,4,4,0.85,150,Very Poor
20,female,2,own,little,moderate,1967,24,radio/TV,good,0,18-25,Low,1-2 years,81.95833333333333,0,1,0,1,5,0,1,0,0.27,730,Good
35,male,3,own,little,unknown,7253,33,car,good,0,26-35,High,2-3 years,219.78787878787878,1,1,0,3,1,1,0,1,0.04,960,Excellent
42,male,3,own,little,unknown,2292,12,business,bad,1,36-45,Low,<1 year,191.0,1,1,0,3,0,2,1,4,0.09,910,Excellent
40,male,1,rent,quite rich,unknown,1597,10,car,good,0,36-45,Low,<1 year,159.7,1,2,2,3,1,2,1,4,0.02,980,Excellent
35,female,2,own,unknown,little,1381,24,car,bad,1,26-35,Low,1-2 years,57.541666666666664,0,1,4,0,1,1,1,0,0.99,10,Very Poor
35,male,2,own,little,unknown,5842,36,car,good,0,26-35,High,2-3 years,162.27777777777777,1,1,0,3,1,1,0,1,0.03,970,Excellent
33,male,1,own,little,little,2579,12,car,bad,1,26-35,Low,<1 year,214.91666666666666,1,1,0,0,1,1,1,4,0.78,219,Very Poor
23,female,2,rent,unknown,little,8471,18,education,good,0,18-25,High,1-2 years,470.6111111111111,0,2,4,0,3,0,0,0,0.16,840,Excellent
31,female,3,own,quite rich,unknown,2782,21,car,good,0,26-35,Low,1-2 years,132.47619047619048,0,1,2,3,1,1,1,0,0.07,929,Excellent
33,female,2,own,unknown,moderate,1042,18,car,bad,1,26-35,Low,1-2 years,57.888888888888886,0,1,4,1,1,1,1,0,0.87,130,Very Poor
20,female,2,rent,rich,unknown,3186,15,car,good,0,18-25,Medium,1-2 years,212.4,0,2,3,3,1,0,2,0,0.09,910,Excellent
30,male,2,own,unknown,moderate,2028,12,car,good,0,26-35,Low,<1 year,169.0,1,1,4,1,1,1,1,4,0.03,970,Excellent
47,male,1,own,little,moderate,958,12,car,good,0,46-55,Very Low,<1 year,79.83333333333333,1,1,0,1,1,3,4,4,0.35,650,Good
34,male,3,own,moderate,unknown,1591,21,furniture/equipment,good,0,26-35,Low,1-2 years,75.76190476190476,1,1,1,3,4,1,1,0,0.18,820,Excellent
25,female,2,own,unknown,moderate,2762,12,furniture/equipment,bad,1,18-25,Low,<1 year,230.16666666666666,0,1,4,1,4,0,1,4,0.68,319,Very Poor
21,male,2,rent,little,moderate,2779,18,car,good,0,18-25,Low,1-2 years,154.38888888888889,1,2,0,1,1,0,1,0,0.21,790,Excellent
29,male,2,own,little,unknown,2743,28,radio/TV,good,0,26-35,Low,2-3 years,97.96428571428571,1,1,0,3,5,1,1,1,0.02,980,Excellent
46,male,2,own,rich,unknown,1149,18,radio/TV,good,0,46-55,Low,1-2 years,63.833333333333336,1,1,3,3,5,3,1,0,0.02,980,Excellent
20,male,2,own,little,unknown,1313,9,furniture/equipment,good,0,18-25,Low,<1 year,145.88888888888889,1,1,0,3,4,0,1,4,0.07,929,Excellent
55,female,0,free,little,little,1190,18,repairs,bad,1,46-55,Low,1-2 years,66.11111111111111,0,0,0,0,6,3,1,0,0.89,109,Very Poor
74,male,1,own,little,unknown,3448,5,business,good,0,55+,Medium,<1 year,689.6,1,1,0,3,0,4,2,4,0.19,810,Excellent
29,male,3,own,little,moderate,11328,24,vacation/others,bad,1,26-35,Very High,1-2 years,472.0,1,1,0,1,7,1,3,0,0.86,140,Very Poor
36,male,3,free,little,little,1872,6,furniture/equipment,good,0,36-45,Low,<1 year,312.0,1,0,0,0,4,2,1,4,0.17,830,Excellent
33,male,2,own,little,unknown,2058,24,repairs,good,0,26-35,Low,1-2 years,85.75,1,1,0,3,6,1,1,0,0.19,810,Excellent
25,male,2,own,little,little,2136,9,furniture/equipment,good,0,18-25,Low,<1 year,237.33333333333334,1,1,0,0,4,0,1,4,0.12,880,Excellent
25,male,2,own,unknown,moderate,1484,12,radio/TV,bad,1,18-25,Low,<1 year,123.66666666666667,1,1,4,1,5,0,1,4,0.14,860,Excellent
23,male,1,rent,quite rich,unknown,660,6,repairs,good,0,18-25,Very Low,<1 year,110.0,1,2,2,3,6,0,4,4,0.08,920,Excellent
37,female,2,own,rich,unknown,1287,24,car,good,0,36-45,Low,1-2 years,53.625,0,1,3,3,1,2,1,0,0.06,940,Excellent
65,male,0,own,little,little,3394,42,repairs,good,0,55+,Medium,3-4 years,80.80952380952381,1,1,0,0,6,4,2,2,0.24,760,Excellent
26,female,0,own,little,rich,609,12,business,bad,1,26-35,Very Low,<1 year,50.75,0,1,0,2,0,1,4,4,0.85,150,Very Poor
39,male,3,own,little,unknown,1884,12,car,good,0,36-45,Low,<1 year,157.0,1,1,0,3,1,2,1,4,0.02,980,Excellent
30,female,2,own,little,little,1620,12,furniture/equipment,good,0,26-35,Low,<1 year,135.0,0,1,0,0,4,1,1,4,0.12,880,Excellent
29,male,2,own,little,moderate,2629,20,vacation/others,good,0,26-35,Low,1-2 years,131.45,1,1,0,1,7,1,1,0,0.18,820,Excellent
41,male,1,own,little,unknown,719,12,education,bad,1,36-45,Very Low,<1 year,59.916666666666664,1,1,0,3,3,2,4,4,0.74,260,Very Poor
30,female,3,own,little,moderate,5096,48,furniture/equipment,bad,1,26-35,High,3-4 years,106.16666666666667,0,1,0,1,4,1,0,2,0.98,20,Very Poor
41,female,1,rent,unknown,unknown,1244,9,education,good,0,36-45,Low,<1 year,138.22222222222223,0,2,4,3,3,2,1,4,0.04,960,Excellent
34,female,2,own,little,little,1842,36,car,bad,1,26-35,Low,2-3 years,51.166666666666664,0,1,0,0,1,1,1,1,0.98,20,Very Poor
35,male,2,own,little,moderate,2576,7,radio/TV,good,0,26-35,Low,<1 year,368.0,1,1,0,1,5,1,1,4,0.01,990,Excellent
55,female,3,own,unknown,rich,1424,12,furniture/equipment,good,0,46-55,Low,<1 year,118.66666666666667,0,1,4,2,4,3,1,4,0.11,890,Excellent
61,male,2,own,rich,moderate,1512,15,repairs,bad,1,55+,Low,1-2 years,100.8,1,1,3,1,6,4,1,0,0.77,229,Very Poor
30,male,3,own,unknown,unknown,11054,36,car,good,0,26-35,Very High,2-3 years,307.05555555555554,1,1,4,3,1,1,3,1,0.09,910,Excellent
29,female,2,own,little,unknown,518,6,radio/TV,good,0,26-35,Very Low,<1 year,86.33333333333333,0,1,0,3,5,1,4,4,0.04,960,Excellent
34,male,2,own,little,unknown,2759,12,furniture/equipment,good,0,26-35,Low,<1 year,229.91666666666666,1,1,0,3,4,1,1,4,0.03,970,Excellent
35,male,3,own,little,unknown,2670,24,car,good,0,26-35,Low,1-2 years,111.25,1,1,0,3,1,1,1,0,0.02,980,Excellent
31,male,2,own,little,little,4817,24,car,bad,1,26-35,Medium,1-2 years,200.70833333333334,1,1,0,0,1,1,2,0,0.88,120,Very Poor
29,female,3,own,little,unknown,2679,24,car,good,0,26-35,Low,1-2 years,111.625,0,1,0,3,1,1,1,0,0.13,870,Excellent
36,male,2,rent,little,little,3905,11,car,good,0,36-45,Medium,<1 year,355.0,1,2,0,0,1,2,2,4,0.05,950,Excellent
35,male,2,free,little,little,3386,12,car,bad,1,26-35,Medium,<1 year,282.1666666666667,1,0,0,0,1,1,2,4,0.69,310,Very Poor
27,female,2,own,little,little,343,6,domestic appliances,good,0,26-35,Very Low,<1 year,57.166666666666664,0,1,0,0,2,1,4,4,0.24,760,Excellent
32,male,2,own,little,unknown,4594,18,radio/TV,good,0,26-35,Medium,1-2 years,255.22222222222223,1,1,0,3,5,1,2,0,0.05,950,Excellent
37,male,2,own,little,little,3620,36,furniture/equipment,good,0,36-45,Medium,2-3 years,100.55555555555556,1,1,0,0,4,2,2,1,0.37,630,Fair
36,male,2,own,little,little,1721,15,car,good,0,36-45,Low,1-2 years,114.73333333333333,1,1,0,0,1,2,1,0,0.21,790,Excellent
34,female,3,rent,little,moderate,3017,12,furniture/equipment,good,0,26-35,Medium,<1 year,251.41666666666666,0,2,0,1,4,1,2,4,0.24,760,Excellent
38,male,2,own,unknown,moderate,754,12,education,good,0,36-45,Very Low,<1 year,62.833333333333336,1,1,4,1,3,2,4,4,0.62,380,Very Poor
34,male,2,own,little,unknown,1950,18,business,good,0,26-35,Low,1-2 years,108.33333333333333,1,1,0,3,0,1,1,0,0.23,770,Excellent
63,male,2,own,little,little,2924,24,car,good,0,55+,Low,1-2 years,121.83333333333333,1,1,0,0,1,4,1,0,0.27,730,Good
29,female,1,rent,little,little,1659,24,radio/TV,bad,1,26-35,Low,1-2 years,69.125,0,2,0,0,5,1,1,0,0.91,89,Very Poor
32,male,2,own,unknown,unknown,7238,48,radio/TV,good,0,26-35,High,3-4 years,150.79166666666666,1,1,4,3,5,1,0,2,0.05,950,Excellent
26,female,2,own,little,unknown,2764,33,business,good,0,26-35,Low,2-3 years,83.75757575757575,0,1,0,3,0,1,1,1,0.06,940,Excellent
35,male,1,own,little,unknown,4679,24,car,good,0,26-35,Medium,1-2 years,194.95833333333334,1,1,0,3,1,1,2,0,0.02,980,Excellent
22,male,2,rent,moderate,moderate,3092,24,radio/TV,bad,1,18-25,Medium,1-2 years,128.83333333333334,1,2,1,1,5,0,2,0,0.82,180,Very Poor
23,female,2,own,little,little,448,6,education,bad,1,18-25,Very Low,<1 year,74.66666666666667,0,1,0,0,3,0,4,4,0.93,69,Very Poor
28,male,1,own,little,little,654,9,car,bad,1,26-35,Very Low,<1 year,72.66666666666667,1,1,0,0,1,1,4,4,0.85,150,Very Poor
36,male,3,own,unknown,unknown,1238,6,education,good,0,36-45,Low,<1 year,206.33333333333334,1,1,4,3,3,2,1,4,0.08,920,Excellent
33,male,2,own,little,moderate,1245,18,radio/TV,bad,1,26-35,Low,1-2 years,69.16666666666667,1,1,0,1,5,1,1,0,0.79,209,Very Poor
26,female,2,rent,little,little,3114,18,furniture/equipment,bad,1,26-35,Medium,1-2 years,173.0,0,2,0,0,4,1,2,0,0.8,199,Very Poor
24,male,2,own,quite rich,unknown,2569,39,car,good,0,18-25,Low,3-4 years,65.87179487179488,1,1,2,3,1,0,1,2,0.03,970,Excellent
25,male,2,own,little,rich,5152,24,radio/TV,good,0,18-25,High,1-2 years,214.66666666666666,1,1,0,2,5,0,0,0,0.34,659,Good
39,male,1,own,moderate,moderate,1037,12,business,good,0,36-45,Low,<1 year,86.41666666666667,1,1,1,1,0,2,1,4,0.2,800,Excellent
44,male,2,own,little,little,1478,15,furniture/equipment,good,0,36-45,Low,1-2 years,98.53333333333333,1,1,0,0,4,2,1,0,0.21,790,Excellent
23,female,1,own,little,moderate,3573,12,radio/TV,good,0,18-25,Medium,<1 year,297.75,0,1,0,1,5,0,2,4,0.13,870,Excellent
26,male,2,own,little,moderate,1201,24,car,good,0,26-35,Low,1-2 years,50.041666666666664,1,1,0,1,1,1,1,0,0.27,730,Good
57,female,2,rent,rich,little,3622,30,furniture/equipment,good,0,55+,Medium,2-3 years,120.73333333333333,0,2,3,0,4,4,2,1,0.14,860,Excellent
30,female,2,own,rich,unknown,960,15,furniture/equipment,good,0,26-35,Very Low,1-2 years,64.0,0,1,3,3,4,1,4,0,0.05,950,Excellent
44,male,2,own,quite rich,unknown,1163,12,car,good,0,36-45,Low,<1 year,96.91666666666667,1,1,2,3,1,2,1,4,0.0,1000,Excellent
47,male,3,own,little,moderate,1209,6,car,bad,1,46-55,Low,<1 year,201.5,1,1,0,1,1,3,1,4,0.19,810,Excellent
52,male,2,own,little,unknown,3077,12,radio/TV,good,0,46-55,Medium,<1 year,256.4166666666667,1,1,0,3,5,3,2,4,0.0,1000,Excellent
62,female,2,free,little,unknown,3757,24,car,good,0,55+,Medium,1-2 years,156.54166666666666,0,0,0,3,1,4,2,0,0.02,980,Excellent
35,male,1,rent,moderate,unknown,1418,10,car,good,0,26-35,Low,<1 year,141.8,1,2,1,3,1,1,1,4,0.01,990,Excellent
26,male,2,rent,little,unknown,3518,6,car,good,0,26-35,Medium,<1 year,586.3333333333334,1,2,0,3,1,1,2,4,0.01,990,Excellent
26,male,2,own,little,unknown,1934,12,radio/TV,good,0,26-35,Low,<1 year,161.16666666666666,1,1,0,3,5,1,1,4,0.01,990,Excellent
42,female,3,free,little,moderate,8318,27,business,bad,1,36-45,High,2-3 years,308.0740740740741,0,0,0,1,0,2,0,1,0.92,79,Very Poor
27,female,2,own,moderate,unknown,1237,6,radio/TV,good,0,26-35,Low,<1 year,206.16666666666666,0,1,1,3,5,1,1,4,0.0,1000,Excellent
38,male,2,own,unknown,moderate,368,6,radio/TV,good,0,36-45,Very Low,<1 year,61.333333333333336,1,1,4,1,5,2,4,4,0.06,940,Excellent
39,male,1,rent,little,little,2122,12,car,good,0,36-45,Low,<1 year,176.83333333333334,1,2,0,0,1,2,1,4,0.07,929,Excellent
20,male,2,own,unknown,little,2996,24,furniture/equipment,bad,1,18-25,Low,1-2 years,124.83333333333333,1,1,4,0,4,0,1,0,0.64,360,Very Poor
29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad,1,26-35,High,2-3 years,250.94444444444446,1,2,1,1,4,1,0,1,0.8,199,Very Poor
40,male,2,own,little,unknown,1585,24,furniture/equipment,good,0,36-45,Low,1-2 years,66.04166666666667,1,1,0,3,4,2,1,0,0.06,940,Excellent
32,male,1,own,little,moderate,1301,18,radio/TV,good,0,26-35,Low,1-2 years,72.27777777777777,1,1,0,1,5,1,1,0,0.26,740,Good
28,male,2,own,moderate,rich,1323,6,car,good,0,26-35,Low,<1 year,220.5,1,1,1,2,1,1,1,4,0.09,910,Excellent
27,female,2,own,little,little,3123,24,car,bad,1,26-35,Medium,1-2 years,130.125,0,1,0,0,1,1,2,0,0.9,99,Very Poor
42,male,2,free,little,little,5493,36,car,good,0,36-45,High,2-3 years,152.58333333333334,1,0,0,0,1,2,0,1,0.34,659,Good
49,male,2,own,moderate,rich,1126,9,radio/TV,good,0,46-55,Low,<1 year,125.11111111111111,1,1,1,2,5,3,1,4,0.03,970,Excellent
38,male,2,own,moderate,moderate,1216,24,radio/TV,bad,1,36-45,Low,1-2 years,50.666666666666664,1,1,1,1,5,2,1,0,0.81,189,Very Poor
24,female,2,rent,little,little,1207,24,car,bad,1,18-25,Low,1-2 years,50.291666666666664,0,2,0,0,1,0,1,0,0.96,40,Very Poor
27,male,1,own,unknown,unknown,1309,10,car,bad,1,26-35,Low,<1 year,130.9,1,1,4,3,1,1,1,4,0.64,360,Very Poor
36,male,2,own,quite rich,rich,2360,15,car,good,0,36-45,Low,1-2 years,157.33333333333334,1,1,2,2,1,2,1,0,0.22,780,Excellent
34,male,3,own,moderate,moderate,6850,15,car,bad,1,26-35,High,1-2 years,456.6666666666667,1,1,1,1,1,1,0,0,0.78,219,Very Poor
28,male,2,own,little,unknown,1413,24,radio/TV,good,0,26-35,Low,1-2 years,58.875,1,1,0,3,5,1,1,0,0.02,980,Excellent
45,male,3,own,moderate,unknown,8588,39,car,good,0,36-45,High,3-4 years,220.2051282051282,1,1,1,3,1,2,0,2,0.08,920,Excellent
26,male,2,own,little,little,759,12,car,bad,1,26-35,Very Low,<1 year,63.25,1,1,0,0,1,1,4,4,0.9,99,Very Poor
32,male,3,free,little,unknown,4686,36,car,good,0,26-35,Medium,2-3 years,130.16666666666666,1,0,0,3,1,1,2,1,0.05,950,Excellent
26,male,2,rent,little,rich,2687,15,business,good,0,26-35,Low,1-2 years,179.13333333333333,1,2,0,2,0,1,1,0,0.11,890,Excellent
20,male,2,rent,little,moderate,585,12,radio/TV,good,0,18-25,Very Low,<1 year,48.75,1,2,0,1,5,0,4,4,0.24,760,Excellent
54,male,2,own,unknown,unknown,2255,24,car,good,0,46-55,Low,1-2 years,93.95833333333333,1,1,4,3,1,3,1,0,0.03,970,Excellent
37,female,2,own,little,little,609,6,car,good,0,36-45,Very Low,<1 year,101.5,0,1,0,0,1,2,4,4,0.16,840,Excellent
40,male,1,own,little,little,1361,6,car,good,0,36-45,Low,<1 year,226.83333333333334,1,1,0,0,1,2,1,4,0.02,980,Excellent
23,female,2,rent,little,unknown,7127,36,furniture/equipment,bad,1,18-25,High,2-3 years,197.97222222222223,0,2,0,3,4,0,0,1,0.77,229,Very Poor
43,male,2,own,moderate,little,1203,6,car,good,0,36-45,Low,<1 year,200.5,1,1,1,0,1,2,1,4,0.04,960,Excellent
36,male,2,free,unknown,unknown,700,6,radio/TV,good,0,36-45,Very Low,<1 year,116.66666666666667,1,0,4,3,5,2,4,4,0.03,970,Excellent
44,male,2,free,little,unknown,5507,24,repairs,good,0,36-45,High,1-2 years,229.45833333333334,1,0,0,3,6,2,0,0,0.1,900,Excellent
24,female,2,own,little,little,3190,18,radio/TV,bad,1,18-25,Medium,1-2 years,177.22222222222223,0,1,0,0,5,0,2,0,0.66,339,Very Poor
53,male,2,free,little,little,7119,48,furniture/equipment,bad,1,46-55,High,3-4 years,148.3125,1,0,0,0,4,3,0,2,0.71,290,Very Poor
23,female,2,own,moderate,unknown,3488,24,car,good,0,18-25,Medium,1-2 years,145.33333333333334,0,1,1,3,1,0,2,0,0.19,810,Excellent
26,female,1,own,little,moderate,1113,18,radio/TV,good,0,26-35,Low,1-2 years,61.833333333333336,0,1,0,1,5,1,1,0,0.53,470,Poor
30,male,2,own,little,moderate,7966,26,car,good,0,26-35,High,2-3 years,306.38461538461536,1,1,0,1,1,1,0,1,0.33,669,Good
31,female,2,own,moderate,unknown,1532,15,education,good,0,26-35,Low,1-2 years,102.13333333333334,0,1,1,3,3,1,1,0,0.08,920,Excellent
42,male,1,own,little,unknown,1503,4,radio/TV,good,0,36-45,Low,<1 year,375.75,1,1,0,3,5,2,1,4,0.01,990,Excellent
31,male,2,rent,little,little,2302,36,radio/TV,bad,1,26-35,Low,2-3 years,63.94444444444444,1,2,0,0,5,1,1,1,0.58,420,Very Poor
41,male,1,own,little,little,662,6,car,good,0,36-45,Very Low,<1 year,110.33333333333333,1,1,0,0,1,2,4,4,0.09,910,Excellent
32,male,2,own,little,moderate,2273,36,education,good,0,26-35,Low,2-3 years,63.138888888888886,1,1,0,1,3,1,1,1,0.27,730,Good
28,female,2,rent,moderate,moderate,2631,15,car,bad,1,26-35,Low,1-2 years,175.4,0,2,1,1,1,1,1,0,0.79,209,Very Poor
41,male,2,rent,little,unknown,1503,12,car,good,0,36-45,Low,<1 year,125.25,1,2,0,3,1,2,1,4,0.04,960,Excellent
26,male,2,own,moderate,unknown,1311,24,radio/TV,good,0,26-35,Low,1-2 years,54.625,1,1,1,3,5,1,1,0,0.04,960,Excellent
25,male,2,own,unknown,unknown,3105,24,radio/TV,good,0,18-25,Medium,1-2 years,129.375,1,1,4,3,5,0,2,0,0.07,929,Excellent
33,male,2,rent,little,rich,2319,21,education,bad,1,26-35,Low,1-2 years,110.42857142857143,1,2,0,2,3,1,1,0,0.93,69,Very Poor
75,female,3,own,unknown,little,1374,6,car,good,0,55+,Low,<1 year,229.0,0,1,4,0,1,4,1,4,0.1,900,Excellent
37,female,2,own,little,moderate,3612,18,furniture/equipment,good,0,36-45,Medium,1-2 years,200.66666666666666,0,1,0,1,4,2,2,0,0.34,659,Good
42,male,3,free,little,little,7763,48,car,bad,1,36-45,High,3-4 years,161.72916666666666,1,0,0,0,1,2,0,2,0.68,319,Very Poor
45,female,1,own,little,rich,3049,18,furniture/equipment,good,0,36-45,Medium,1-2 years,169.38888888888889,0,1,0,2,4,2,2,0,0.26,740,Good
23,male,2,rent,little,moderate,1534,12,radio/TV,bad,1,18-25,Low,<1 year,127.83333333333333,1,2,0,1,5,0,1,4,0.64,360,Very Poor
60,male,2,free,little,unknown,2032,24,car,good,0,55+,Low,1-2 years,84.66666666666667,1,0,0,3,1,4,1,0,0.2,800,Excellent
31,male,2,own,unknown,little,6350,30,furniture/equipment,bad,1,26-35,High,2-3 years,211.66666666666666,1,1,4,0,4,1,0,1,0.25,750,Excellent
34,male,1,own,little,rich,2864,18,furniture/equipment,bad,1,26-35,Low,1-2 years,159.11111111111111,1,1,0,2,4,1,1,0,0.91,89,Very Poor
61,male,1,own,little,unknown,1255,12,car,good,0,55+,Low,<1 year,104.58333333333333,1,1,0,3,1,4,1,4,0.08,920,Excellent
43,male,2,free,little,little,1333,24,car,bad,1,36-45,Low,1-2 years,55.541666666666664,1,0,0,0,1,2,1,0,0.93,69,Very Poor
37,female,2,own,little,unknown,2022,24,car,good,0,36-45,Low,1-2 years,84.25,0,1,0,3,1,2,1,0,0.05,950,Excellent
32,male,2,own,little,unknown,1552,24,radio/TV,good,0,26-35,Low,1-2 years,64.66666666666667,1,1,0,3,5,1,1,0,0.02,980,Excellent
24,female,1,own,little,little,626,12,radio/TV,bad,1,18-25,Very Low,<1 year,52.166666666666664,0,1,0,0,5,0,4,4,0.5,500,Poor
35,male,2,free,unknown,unknown,8858,48,car,good,0,26-35,High,3-4 years,184.54166666666666,1,0,4,3,1,1,0,2,0.04,960,Excellent
23,female,2,own,unknown,unknown,996,12,repairs,good,0,18-25,Very Low,<1 year,83.0,0,1,4,3,6,0,4,4,0.11,890,Excellent
